"figure_id","page_url","component_type","source_data_file","caption_text"
"fig-cyber-patents-subfields","/chapters/cybersecurity/","PWAreaChart","","Patent counts by cybersecurity subfield over time, based on CPC classifications. Network security surpassed cryptography around 2003 and has been the dominant subfield since, while data protection, authentication, and system security have all expe..."
"fig-cyber-patents-top-assignees","/chapters/cybersecurity/","PWBarChart","","Organizations ranked by total cybersecurity-related patents. The data indicate a concentration among large technology firms with dedicated security research divisions, reflecting the substantial investment required to develop and maintain defensiv..."
"fig-cyber-patents-org-rankings","/chapters/cybersecurity/","PWRankHeatmap","","Annual ranking of the top 15 organizations by cybersecurity patent grants, 2000-2025. Darker cells indicate higher rank (more patents). The data reveal increasing competition among technology firms as cybersecurity has become a critical differenti..."
"fig-cyber-patents-top-inventors","/chapters/cybersecurity/","PWBarChart","cyber/cyber_assignee_type.json; cyber/cyber_geography.json","Primary inventors ranked by total cybersecurity-related patents. The distribution exhibits pronounced skewness, with a small number of highly productive individuals accounting for a disproportionate share of total cybersecurity patent output."
"fig-cyber-patents-by-country","/chapters/cybersecurity/","PWBarChart","cyber/cyber_top_assignees.json","Countries ranked by total cybersecurity-related patents based on primary inventor location. The United States maintains a substantial lead, while the presence of Israel reflects that nation's well-documented specialization in cybersecurity innovat..."
"fig-cyber-patents-by-state","/chapters/cybersecurity/","PWBarChart","cyber/cyber_top_assignees.json","US states ranked by total cybersecurity-related patents based on primary inventor location. California's lead is consistent with Silicon Valley's concentration of technology firms, while the strong showing of Virginia and Maryland reflects the pro..."
"fig-cyber-patents-quality","/chapters/cybersecurity/","PWLineChart","cyber/cyber_entrant_incumbent.json; cyber/cyber_top_inventors.json","Average claims, backward citations, and technology scope for cybersecurity-related patents by year. The upward trend in technology scope suggests that cybersecurity patents are becoming increasingly interdisciplinary, spanning multiple CPC subclas..."
"fig-cyber-patents-diffusion","/chapters/cybersecurity/","PWLineChart","","Percentage of cybersecurity patents that also carry CPC codes from other sections. Rising lines indicate cybersecurity diffusing into that sector. The most notable pattern is the increasing co-occurrence with Operations &amp; Transport (Section B)..."
"fig-cyber-patents-team-comparison","/chapters/cybersecurity/","PWLineChart","","Average number of inventors per patent for cybersecurity-related versus non-cybersecurity utility patents. Both categories show a similar upward trend, reflecting the broader shift toward collaborative research across all technology domains."
"fig-cyber-patents-assignee-type","/chapters/cybersecurity/","PWAreaChart","","Distribution of cybersecurity patent assignees by type (corporate, university, government, individual) over time. The data reveal that corporate assignees account for the vast majority of cybersecurity patents, with the corporate share increasing ..."
"fig-cyber-entrant-incumbent","/chapters/cybersecurity/","PWAreaChart","cyber/cyber_entrant_incumbent.json; cyber/cyber_top_inventors.json","Entrants are assignees filing their first cybersecurity patent in a given year. Incumbents had at least one prior-year patent. Grant year shown."
"fig-cyber-quality-bifurcation","/chapters/cybersecurity/","PWLineChart","cyber/cyber_entrant_incumbent.json; cyber/cyber_top_inventors.json","Top decile computed relative to all utility patents in the same grant year and primary CPC section. Rising share indicates domain quality outpacing the system; falling share indicates dilution."
"fig-cyber-cr4","/chapters/cybersecurity/","PWLineChart","","CR4 computed as the sum of the top 4 organizations&apos; annual patent counts divided by total cybersecurity patents. The early high concentration reflects IBM&apos;s pioneering role in cryptographic research (including DES). The steady decline mi..."
"fig-cyber-entropy","/chapters/cybersecurity/","PWLineChart","","Normalized Shannon entropy of cybersecurity subfield patent distributions. The increase from 0.83 to 0.94 reflects the transition from cryptography-dominated patenting to a balanced distribution across network security, data protection, authentica..."
"fig-cyber-velocity","/chapters/cybersecurity/","PWBarChart","","Mean patents per active year for top cybersecurity organizations grouped by entry decade. The 1.4x increase from 1970s to 2010s entrants is moderate, reflecting the domain&apos;s sustained high barriers to entry due to the specialized expertise re..."
"fig-cyber-filing-vs-grant","/chapters/cybersecurity/","PWLineChart","","Cybersecurity patent filings peaked in 2019 and have since moderated, while grants continued climbing through 2022. The multi-year gap reflects both the volume of applications and the technical complexity of security-related patent examination."
"fig-act6-volume","/chapters/deep-dive-overview/","PWBarChart","act6/act6_comparison.json","Green innovation (Y02/Y04S) and semiconductors (H01L/H10) each exceed 400,000 patents. AI, cybersecurity, and digital health form a middle tier at 150,000–260,000. Quantum computing and blockchain remain niche domains."
"fig-act6-timeseries","/chapters/deep-dive-overview/","PWSmallMultiples","act6/act6_comparison.json","Semiconductors and biotech show mature, plateau-shaped curves. AI, blockchain, and quantum display exponential recent growth. Green and cyber peaked around 2019–2020 and have since plateaued."
"fig-act6-quality","/chapters/deep-dive-overview/","PWBarChart","act6/act6_comparison.json","Quality metrics reveal distinct innovation profiles: digital health patents receive the most citations (5.75 mean), quantum computing patents have the most claims (19.34 mean), and 3D printing patents have the widest technological scope (4.63 mean..."
"fig-act6-continuation-rates","/chapters/deep-dive-overview/","PWBarChart","","Continuation filing rates vary substantially across domains. Biotechnology's 48.9% rate reflects the regulatory complexity and long development timelines of life sciences patents, where continuation filings are used to extend protection across rel..."
"fig-act6-filing-vs-grant","/chapters/deep-dive-overview/","PWSmallMultiples","","The gap between filing and grant curves reflects patent examination backlogs and processing times. AI and green innovation show substantial filing-grant lags during peak growth years (2015–2020), while mature domains like semiconductors show tight..."
"fig-digihealth-annual-count","/chapters/digital-health/","PWLineChart","digihealth/digihealth_per_year.json","Annual count and share of utility patents classified under digital health CPC codes, 1976-2025. The two most prominent inflection points coincide with the 2009 HITECH Act, which mandated EHR adoption, and the 2020 COVID-19 pandemic, which was foll..."
"fig-digihealth-share","/chapters/digital-health/","PWLineChart","digihealth/digihealth_per_year.json","Percentage of all utility patents classified under digital health CPC codes. The upward trend indicates that digital health patenting growth is not merely tracking overall patent expansion but represents a disproportionate concentration of inventi..."
"fig-digihealth-subfields","/chapters/digital-health/","PWAreaChart","","Patent counts by digital health subfield over time. Patient monitoring -- encompassing vital signs, diagnostic imaging, and physiological signals -- constitutes the largest category. Surgical robotics and health informatics have exhibited the most..."
"fig-digihealth-top-assignees","/chapters/digital-health/","PWBarChart","","Organizations ranked by total digital health patents. The data indicate a concentration among established medical device manufacturers and diversified healthcare technology conglomerates, reflecting the capital-intensive nature of medical device R..."
"fig-digihealth-org-rankings","/chapters/digital-health/","PWRankHeatmap","","Annual ranking of the top 15 organizations by digital health patent grants, 2000-2025. Darker cells indicate higher rank (more patents). The data reveal shifts in competitive positioning as traditional medical device firms face growing competition..."
"fig-digihealth-top-inventors","/chapters/digital-health/","PWBarChart","digihealth/digihealth_assignee_type.json; digihealth/digihealth_geography.json","Primary inventors ranked by total digital health patents. The distribution exhibits pronounced skewness, with a small number of highly productive individuals -- often associated with leading medical device companies -- accounting for a disproporti..."
"fig-digihealth-by-country","/chapters/digital-health/","PWBarChart","digihealth/digihealth_top_inventors.json","Countries ranked by total digital health patents based on primary inventor location. The United States maintains a substantial lead, while Israel, South Korea, Japan, and the Netherlands reflect the global distribution of medical device and health..."
"fig-digihealth-by-state","/chapters/digital-health/","PWBarChart","digihealth/digihealth_top_inventors.json","US states ranked by total digital health patents based on primary inventor location. California's lead reflects Silicon Valley's health technology ecosystem, while Massachusetts's strong second-place position reflects its concentration of medical ..."
"fig-digihealth-quality","/chapters/digital-health/","PWLineChart","digihealth/digihealth_entrant_incumbent.json; digihealth/digihealth_geography.json","Average claims, backward citations, and technology scope for digital health patents by year. The upward trend in technology scope suggests that digital health patents increasingly span multiple CPC subclasses, consistent with the interdisciplinary..."
"fig-digihealth-diffusion","/chapters/digital-health/","PWLineChart","digihealth/digihealth_org_over_time.json","Percentage of digital health patents that also carry CPC codes from each non-primary section. Rising lines indicate increasing integration between digital health and that technology sector. The most notable pattern is the growing co-occurrence wit..."
"fig-digihealth-team-comparison","/chapters/digital-health/","PWLineChart","digihealth/digihealth_diffusion.json; digihealth/digihealth_team_comparison.json","Average number of inventors per patent for digital health versus non-digital-health utility patents, 1976-2025. Before the mid-1990s, digital health team sizes were comparable to or slightly smaller than non-digital-health patents. Since then, dig..."
"fig-digihealth-assignee-type","/chapters/digital-health/","PWAreaChart","digihealth/digihealth_org_over_time.json; digihealth/digihealth_quality_bifurcation.json; digihealth/digihealth_team_comparison.json","Distribution of digital health patent assignees by type over time. Corporate assignees have dominated throughout, consistent with the capital-intensive requirements of medical device R&D. University contributions have grown in absolute terms, part..."
"fig-digihealth-regulatory-split","/chapters/digital-health/","PWAreaChart","digihealth/digihealth_quality_bifurcation.json; digihealth/digihealth_top_assignees.json","Med-device category includes Medtronic, Becton Dickinson, Boston Scientific, Stryker, Siemens Healthineers, Philips, Abbott, Edwards, Baxter, Intuitive Surgical. Big Tech includes Apple, Google, Microsoft, Amazon, Samsung, Meta."
"fig-digihealth-entrant-incumbent","/chapters/digital-health/","PWAreaChart","digihealth/digihealth_entrant_incumbent.json; digihealth/digihealth_geography.json","Entrants are assignees filing their first digital health patent in a given year. Incumbents had at least one prior-year patent. Grant year shown."
"fig-digihealth-quality-bifurcation","/chapters/digital-health/","PWLineChart","digihealth/digihealth_entrant_incumbent.json; digihealth/digihealth_geography.json","Top decile computed relative to all utility patents in the same grant year and primary CPC section. Rising share indicates domain quality outpacing the system; falling share indicates dilution."
"fig-digihealth-cr4","/chapters/digital-health/","PWLineChart","","CR4 computed as the sum of the top 4 organizations' annual patent counts divided by total digital health patents. The moderate peak reflects Philips and Medtronic's early dominance, while the decline coincides with technology firms entering the me..."
"fig-digihealth-entropy","/chapters/digital-health/","PWLineChart","","Normalized Shannon entropy of digital health subfield patent distributions. The increase from 0.48 to 0.92 reflects the evolution from narrow patient monitoring devices to a broad ecosystem spanning surgical robotics, health informatics, telemedic..."
"fig-digihealth-velocity","/chapters/digital-health/","PWBarChart","","Mean patents per active year for top digital health organizations grouped by entry decade. The 3.4x increase from 1970s to 2010s cohorts reflects the acceleration of digital health patenting coinciding with the HITECH Act, smartphone proliferation..."
"fig-digihealth-filing-vs-grant","/chapters/digital-health/","PWLineChart","","Digital health exhibits one of the longest filing-to-grant lags among ACT 6 domains. Filings peaked in 2019 and have moderated, but grants continued climbing through 2024, surpassing the filing peak. The extended lag likely reflects the technical ..."
"fig-geography-state-choropleth","/chapters/geo-domestic/","PWChoroplethMap","chapter18/top_counties.json; chapter4/regional_specialization.json; chapter4/state_specialization.json; chapter4/us_states_summary.json; computed/quality_by_state.json","The choropleth map displays total utility patents by primary inventor state from 1976 to 2025, with darker shading indicating higher patent counts. The coastal concentration is pronounced, with California, New York, and Texas exhibiting the highes..."
"fig-geography-state-rankings","/chapters/geo-domestic/","PWLollipopChart","chapter18/top_counties.json; chapter4/regional_specialization.json; chapter4/state_specialization.json; chapter4/us_states_summary.json; computed/quality_by_state.json","The figure ranks US states by total utility patents attributed to primary inventors from 1976 to 2025. California leads by a substantial margin, followed by Texas, New York, Massachusetts, and Michigan."
"fig-geography-state-specialization","/chapters/geo-domestic/","PWBarChart","chapter4/state_specialization.json; chapter4/top_cities.json; chapter4/us_states_summary.json","The figure displays the CPC technology section distribution for all states by total patents, with each bar summing to 100%. States with pharmaceutical hubs show elevated Chemistry shares, while technology-oriented states concentrate in Electricity..."
"fig-geography-state-trends","/chapters/geo-domestic/","PWLineChart","","The figure displays annual patent grants for the 10 leading states by total output from 1976 to 2025. California exhibits an accelerating divergence from the second-ranked state beginning in the mid-1990s, with the gap widening in each subsequent ..."
"fig-geography-state-forward-citations","/chapters/geo-domestic/","PWLineChart","chapter4/regional_specialization.json","Average forward citations per patent by year for the five leading US states. Higher values indicate greater downstream influence on subsequent inventions."
"fig-geography-state-claims","/chapters/geo-domestic/","PWLineChart","chapter4/regional_specialization.json","Average number of claims per patent by year for the five leading US states. Rising claim counts across all states reflect a system-wide trend toward broader patent scope."
"fig-geography-state-originality","/chapters/geo-domestic/","PWLineChart","chapter4/regional_specialization.json","Average originality score per patent by year for the five leading US states. Originality measures the breadth of technology classes cited by each patent."
"fig-geography-state-grant-lag","/chapters/geo-domestic/","PWLineChart","chapter4/regional_specialization.json","Average grant lag (filing to issue, in days) by year for the five leading US states. Grant lag is driven primarily by USPTO capacity and technology complexity rather than inventor geography."
"fig-geography-city-rankings","/chapters/geo-domestic/","PWBarChart","chapter4/us_states_per_year.json; computed/quality_by_city.json; computed/quality_by_state.json","The figure ranks US cities by total utility patents attributed to primary inventors from 1976 to 2025. City-level data reveal concentration patterns that are even more pronounced than state-level figures, with the top five cities accounting for a ..."
"fig-geography-city-forward-citations","/chapters/geo-domestic/","PWLineChart","computed/quality_by_state.json","Average forward citations per patent by year for the five leading US cities. Higher values indicate greater downstream influence on subsequent inventions."
"fig-geography-city-claims","/chapters/geo-domestic/","PWLineChart","computed/quality_by_state.json","Average number of claims per patent by year for the five leading US cities. Rising claim counts reflect broader patent scope across all major regions with high patent concentration."
"fig-geography-city-originality","/chapters/geo-domestic/","PWLineChart","computed/quality_by_state.json","Average originality score per patent by year for the five leading US cities. Originality measures the breadth of technology classes cited by each patent."
"fig-geography-city-grant-lag","/chapters/geo-domestic/","PWLineChart","computed/quality_by_state.json; computed/top_cities.json","Average grant lag (filing to issue, in days) by year for the five leading US cities. The similar trajectories suggest that examination delay reflects patent office capacity rather than city-level factors."
"fig-geography-top-counties","/chapters/geo-domestic/","PWBarChart","chapter18/top_counties.json; computed/top_cities.json","The figure ranks the top 20 US counties by total utility patents attributed to primary inventors from 1976 to 2025. Santa Clara County (home to Silicon Valley) leads by a wide margin, followed by Los Angeles, King (Seattle), San Diego, and Alameda..."
"fig-geography-county-concentration","/chapters/geo-domestic/","PWLineChart","chapter18/top_counties.json","The figure tracks the share of total US patents accounted for by the top 50 counties over successive 5-year periods. The steady increase from 43.3% in 1990 to 56.8% by 2020 indicates that patent activity has become more rather than less geographic..."
"fig-geography-innovation-clusters","/chapters/geo-domestic/","PWBarChart","chapter18/top_counties.json; chapter4/top_cities.json; chapter4/us_states_per_year.json; chapter4/us_states_summary.json; computed/quality_by_city.json; computed/quality_by_state.json; computed/top_cities.json","The figure ranks the top 30 global cities by total utility patents filed in the US patent system from 1976 to 2025. Japanese cities dominate the top positions, reflecting Japan's long history as the leading foreign filer. US cities (San Jose, San ..."
"fig-geo-intl-dom-fwd-citations","/chapters/geo-international/","PWLineChart","chapter4/countries_per_year.json","Average forward citations per patent comparing domestic and international-origin patents, 1976-2025. The 2015 cohort is used for the headline comparison because recent years suffer from citation truncation. Data: PatentsView."
"fig-geo-intl-dom-claims","/chapters/geo-international/","PWLineChart","chapter4/countries_per_year.json","Average number of claims per patent comparing domestic and international-origin patents, 1976-2024. Domestic patents have consistently contained more claims, with the gap widening since the mid-1990s. Data: PatentsView."
"fig-geo-intl-dom-scope","/chapters/geo-international/","PWLineChart","chapter4/countries_per_year.json","Average number of distinct CPC subclasses per patent comparing domestic and international-origin patents, 1976-2024. Both groups have seen scope rise steadily since the late 1990s. Data: PatentsView."
"fig-geo-intl-dom-originality","/chapters/geo-international/","PWLineChart","chapter4/countries_per_year.json","Average originality index per patent comparing domestic and international-origin patents, 1976-2024. Higher values indicate citations drawn from a wider range of technology classes. Data: PatentsView."
"fig-geo-intl-dom-generality","/chapters/geo-international/","PWLineChart","chapter4/countries_per_year.json","Average generality index per patent comparing domestic and international-origin patents, 1976-2024. Higher values indicate the patent is cited by a broader range of downstream technology fields. Data: PatentsView."
"fig-geo-intl-dom-self-citation","/chapters/geo-international/","PWLineChart","chapter4/countries_per_year.json","Average self-citation rate per patent comparing domestic and international-origin patents, 1976-2024. International teams exhibited higher self-citation rates through most of the period, but the rates have converged in recent years. Data: PatentsV..."
"fig-geo-intl-dom-grant-lag","/chapters/geo-international/","PWLineChart","chapter4/countries_per_year.json","Average grant lag (filing to issue, in days) comparing domestic and international-origin patents, 1976-2024. International patents consistently face longer examination times, reflecting cross-border filing complexity. Data: PatentsView."
"fig-geo-intl-claims-by-country","/chapters/geo-international/","PWBarChart","","The figure displays the average number of claims per patent by primary assignee country for the most recent decade. Higher claim counts generally indicate broader patent scope. The United States leads in both volume and average claims, whereas rap..."
"fig-geo-intl-country-fwd-citations","/chapters/geo-international/","PWLineChart","chapter4/countries_per_year.json; chapter9/quality_by_country.json","Average forward citations per patent for the top 5 filing countries by inventor location, 1976-2025. The 2015 cohort is used for the headline comparison because recent years suffer from citation truncation. Data: PatentsView."
"fig-geo-intl-country-claims","/chapters/geo-international/","PWLineChart","chapter4/countries_per_year.json; chapter9/quality_by_country.json","Average number of claims per patent for the top 5 filing countries by inventor location, 1976-2024. US patents consistently contain more claims than those from other major filing countries. Data: PatentsView."
"fig-geo-intl-country-originality","/chapters/geo-international/","PWLineChart","chapter4/countries_per_year.json; chapter9/quality_by_country.json","Average originality index per patent for the top 5 filing countries by inventor location, 1976-2024. Higher values indicate citations drawn from a wider range of technology classes. Data: PatentsView."
"fig-geo-intl-country-grant-lag","/chapters/geo-international/","PWLineChart","chapter4/countries_per_year.json; chapter9/quality_by_country.json","Average grant lag (filing to issue, in days) for the top 5 filing countries by inventor location, 1976-2024. Grant lag has risen across all countries, with non-US filers consistently facing longer waits. Data: PatentsView."
"fig-geo-intl-country-filing-trends","/chapters/geo-international/","PWLineChart","","The figure displays annual patent grant counts for the top 10 countries by inventor location. Japan has dominated foreign filings throughout the study period, while South Korea and China have exhibited rapid growth since the 2000s, fundamentally r..."
"fig-geo-intl-priority-country-composition","/chapters/geo-international/","PWLineChart","","The figure displays annual patent grant counts by priority country for the top 8 filing origins. The US remains the dominant priority country but its share has declined steadily as Japan, South Korea, and more recently China have expanded their fi..."
"fig-geo-intl-pct-share-by-country","/chapters/geo-international/","PWLineChart","chapter19/priority_country_composition.json","The figure displays the share of each country's US patent filings that entered via the PCT route. European countries (France, Germany, UK) exhibit consistently high PCT usage reflecting their reliance on international filing pathways. China's PCT ..."
"fig-green-innovation-volume","/chapters/green-innovation/","PWLineChart","green/green_volume.json","Annual count and share of utility patents with at least one Y02/Y04S CPC code, tracking the growth of climate technology patenting."
"fig-green-innovation-by-category","/chapters/green-innovation/","PWAreaChart","green/green_quality_bifurcation.json; green/green_volume.json","Annual patent counts by green technology sub-category (Y02/Y04S CPC sub-codes), 1976–2025. Battery/storage and transportation patents overtook renewable energy generation as the leading sub-categories during the 2010s, with battery/storage reachin..."
"fig-green-ev-battery","/chapters/green-innovation/","PWLineChart","green/green_quality_bifurcation.json","Lift above 1.0 means EV and battery patents co-occur more often than random chance on the same green patent. Rising lift indicates tighter technological coupling between electric vehicle drivetrains and energy storage systems."
"fig-green-innovation-by-country","/chapters/green-innovation/","PWAreaChart","","Annual green patent counts by primary assignee country/region, 1976–2025. South Korea's annual count grew from 174 in 2005 to 2,989 by 2024, reaching 67% of Japan's 2024 count (4,455), led by Samsung, LG, and Hyundai."
"fig-green-innovation-top-companies","/chapters/green-innovation/","PWBarChart","green/green_by_category.json; green/green_org_over_time.json; green/green_volume.json","Organizations ranked by total green patent count (Y02/Y04S classifications), 1976-2025. The data indicate that automotive firms and electronics conglomerates account for the majority of the top 20 positions, with Samsung, Toyota, and General Elect..."
"fig-green-org-rankings","/chapters/green-innovation/","PWRankHeatmap","","Annual patent rank of leading organizations in green technology, 2000-2025. The heatmap reveals how Samsung, LG, and Hyundai rose to challenge the longstanding dominance of Japanese and US-based incumbents."
"fig-green-top-inventors","/chapters/green-innovation/","PWBarChart","green/green_strategies.json; green/green_top_assignees.json; green/green_top_inventors.json","Inventors ranked by total green patent count (Y02/Y04S classifications), 1976-2025. The leading inventors are predominantly associated with major automotive and electronics firms."
"fig-green-quality","/chapters/green-innovation/","PWLineChart","green/green_entrant_incumbent.json; green/green_org_over_time.json; green/green_top_inventors.json","Quality indicators for green patents over time, 1976-2025. Rising average claims and scope suggest that green innovations are becoming more complex and spanning multiple technology areas."
"fig-green-team-comparison","/chapters/green-innovation/","PWLineChart","green/green_org_over_time.json; green/green_quality.json","Average number of inventors per patent for green and non-green patents, 1990-2025. Green patents consistently involve larger inventor teams, reflecting the interdisciplinary nature of climate technology."
"fig-green-assignee-type","/chapters/green-innovation/","PWAreaChart","green/green_assignee_type.json; green/green_quality.json; green/green_quality_bifurcation.json; green/green_top_companies.json; green/green_volume.json","Annual green patent counts by assignee type, 1990-2025. Corporate assignees account for the vast majority of green patents, but university and government contributions have increased in absolute terms."
"fig-green-diffusion","/chapters/green-innovation/","PWLineChart","green/green_assignee_type.json","Percentage of green patents co-classified with each non-Y CPC section, 1990-2025. The high co-occurrence with Electricity (H) and Chemistry/Metallurgy (C) reflects the central role of energy conversion and materials science in climate technology."
"fig-green-innovation-ai-trend","/chapters/green-innovation/","PWLineChart","green/green_by_country.json","Annual count of patents classified under both Y02/Y04S (green) and AI-related CPC codes (G06N, G06F18, G06V, G10L15, G06F40), 1976–2025. Green-AI patents grew from 41 in 2010 to 1,238 in 2023 (a 30-fold increase), with the most prominent growth be..."
"fig-green-innovation-ai-heatmap","/chapters/green-innovation/","PWBarChart","","Patent counts at the intersection of green sub-categories and AI subfields; only combinations with more than 5 patents are shown. The data indicate that industrial production and smart grids represent the green categories most intensively adopting..."
"fig-green-entrant-incumbent","/chapters/green-innovation/","PWAreaChart","green/green_entrant_incumbent.json; green/green_top_inventors.json","Entrants are assignees filing their first green patent in a given year. Incumbents had at least one prior-year patent. Grant year shown."
"fig-green-quality-bifurcation","/chapters/green-innovation/","PWLineChart","green/green_entrant_incumbent.json; green/green_top_inventors.json","Top decile computed relative to all utility patents in the same grant year and primary CPC section. Rising share indicates domain quality outpacing the system; falling share indicates dilution."
"fig-green-cr4","/chapters/green-innovation/","PWLineChart","","CR4 computed as the sum of the top 4 organizations' annual green patent counts divided by total green patents. The low peak concentration of 10.7% reflects the broad competitive landscape spanning automotive, energy, electronics, and chemical firms."
"fig-green-entropy","/chapters/green-innovation/","PWLineChart","green/green_volume.json","Normalized Shannon entropy (H/ln(N)) ranges from 0 (all activity in one subfield) to 1 (perfectly even distribution). The high and stable entropy (ranging from 0.86 to 0.90) indicates that green innovation has always been distributed across batter..."
"fig-green-velocity","/chapters/green-innovation/","PWBarChart","","Mean patents per active year for top green organizations grouped by entry decade. Only cohorts with three or more organizations are shown. The 2010s cohort (1 organization) and 2020s cohort (2 organizations) do not meet the minimum threshold and a..."
"fig-green-filing-vs-grant","/chapters/green-innovation/","PWLineChart","","Green innovation is unique among large ACT 6 domains in showing near-simultaneous filing and grant peaks. This alignment likely reflects the maturity of green technology patent examination at the USPTO, combined with the steady policy-driven deman..."
"fig-gender-female-share","/chapters/inv-gender/","PWLineChart","chapter5/gender_per_year.json","The figure tracks the percentage of inventor-patent instances attributed to female inventors over time. The data demonstrate a consistent upward trend from 2.8% in 1976 to 14.9% in 2025 (through September), an increase of 5.3-fold over the study p..."
"fig-gender-by-sector","/chapters/inv-gender/","PWBarChart","chapter5/gender_per_year.json","The figure displays the percentage of inventor instances attributed to female inventors across WIPO technology sectors. Chemistry and pharmaceuticals exhibit the highest female representation, while mechanical engineering and other fields demonstr..."
"fig-gender-by-cpc-section","/chapters/inv-gender/","PWBarChart","chapter5/gender_per_year.json","The figure displays the percentage of inventor instances attributed to female inventors across CPC technology sections. Chemistry and Human Necessities exhibit the highest female representation, while Fixed Constructions and Mechanical Engineering..."
"fig-gender-by-cpc-trend","/chapters/inv-gender/","PWLineChart","chapter5/gender_per_year.json","The figure displays the percentage of inventors who are female within each CPC section, measured in 5-year periods. Chemistry and Human Necessities consistently exhibit the highest female representation, while Electricity and Mechanical Engineerin..."
"fig-gender-fwd-citations","/chapters/inv-gender/","PWLineChart","chapter5/gender_section_trend.json","Average forward citations received per patent by team gender composition, 1976-2025. Recent years are truncated due to citation lag. Data: PatentsView. The directional reversal compared with cumulative averages (where all-male teams lead at 14.2) ..."
"fig-gender-claims","/chapters/inv-gender/","PWLineChart","chapter5/gender_section_trend.json","Average number of claims per patent by team gender composition, 1976-2025. Mixed-gender teams consistently file the broadest claims. Data: PatentsView."
"fig-gender-scope","/chapters/inv-gender/","PWLineChart","chapter5/gender_section_trend.json","Average number of distinct CPC subclasses per patent by team gender composition, 1976-2025. Higher values indicate broader technological scope. Data: PatentsView."
"fig-gender-originality","/chapters/inv-gender/","PWLineChart","chapter5/gender_section_trend.json","Average originality index (Herfindahl-based dispersion of backward citation technology classes) by team gender composition, 1976-2025. Data: PatentsView."
"fig-gender-generality","/chapters/inv-gender/","PWLineChart","chapter5/gender_section_trend.json","Average generality index (Herfindahl-based dispersion of forward citation technology classes) by team gender composition, 1976-2025. Data: PatentsView."
"fig-gender-self-citation","/chapters/inv-gender/","PWLineChart","chapter5/gender_section_trend.json","Average self-citation rate (share of backward citations to the same assignee's patents) by team gender composition, 1976-2025. Data: PatentsView."
"fig-gender-grant-lag","/chapters/inv-gender/","PWLineChart","chapter5/gender_section_trend.json; chapter5/gender_team_quality.json","Average number of days from filing to grant by team gender composition, 1976-2025. Grant lag has increased for all groups over time. Data: PatentsView."
"fig-gender-productivity","/chapters/inv-gender/","PWLineChart","chapter5/gender_team_quality.json","Average number of patents per inventor per year by gender, 1976-2025. Data: PatentsView."
"fig-gender-by-filing-route","/chapters/inv-gender/","PWLineChart","chapter5/gender_per_year.json; computed/quality_by_gender.json","The figure tracks the female inventor share separately for patents filed through domestic routes and those originating from foreign applicants. Foreign-origin patents have overtaken domestic patents in female inventor share since 2010, a reversal ..."
"fig-specialization-trend","/chapters/inv-generalist-specialist/","PWAreaChart","company/inventor_drift.json","The figure displays the share of prolific inventors (those with 10 or more patents) classified as specialist, moderate, or generalist by the decade of their first patent. The proportion of specialists has risen over time, while generalists have de..."
"fig-spec-fwd-citations","/chapters/inv-generalist-specialist/","PWLineChart","company/inventor_drift.json","Average forward citations per patent by inventor specialization type, 1976-2025. Recent years are affected by citation truncation; 2015 values offer the most reliable comparison. Data: PatentsView."
"fig-spec-claims","/chapters/inv-generalist-specialist/","PWLineChart","company/inventor_drift.json","Average number of claims per patent by inventor specialization type, 1976-2024. Specialists consistently file patents with slightly more claims, suggesting more detailed claim structures. Data: PatentsView."
"fig-spec-scope","/chapters/inv-generalist-specialist/","PWLineChart","company/inventor_drift.json","Average number of distinct CPC subclasses per patent by inventor specialization type, 1976-2024. The persistent gap indicates that generalists produce patents with broader technological coverage. Data: PatentsView."
"fig-spec-originality","/chapters/inv-generalist-specialist/","PWLineChart","company/inventor_drift.json","Average originality index (Herfindahl-based diversity of backward citation sources) per patent by inventor specialization type, 1976-2024. Generalists consistently draw on more technologically diverse prior art. Data: PatentsView."
"fig-spec-generality","/chapters/inv-generalist-specialist/","PWLineChart","company/inventor_drift.json","Average generality index (Herfindahl-based diversity of forward citation recipients) per patent by inventor specialization type, 1976-2024. Higher generality among generalist patents indicates broader downstream influence across technology fields...."
"fig-spec-self-citation","/chapters/inv-generalist-specialist/","PWLineChart","company/inventor_drift.json","Average share of backward citations that reference the same assignee's prior patents, by inventor specialization type, 1976-2024. Generalists' higher self-citation rate may reflect broader engagement with their organization's patent portfolio. Dat..."
"fig-spec-grant-lag","/chapters/inv-generalist-specialist/","PWLineChart","company/inventor_drift.json","Average number of days between patent filing and grant by inventor specialization type, 1976-2024. The gap has narrowed considerably from earlier decades when specialists faced substantially longer prosecution times. Data: PatentsView."
"fig-spec-productivity","/chapters/inv-generalist-specialist/","PWLineChart","company/inventor_drift.json","Average number of patents per inventor per year by specialization type, 1976-2025. Specialists consistently produce more patents per person, consistent with the efficiency gains of focused domain expertise. Data: PatentsView."
"fig-npl-by-inventor-type","/chapters/inv-generalist-specialist/","PWBarChart","computed/quality_by_specialization.json","The figure compares the average non-patent literature citation count per patent between specialist and generalist inventors. Specialists cite slightly more scientific literature per patent on average, though the median for both groups is 1, reflec..."
"fig-inventors-first-time-entries","/chapters/inv-serial-new/","PWAreaChart","chapter5/first_time_inventors.json","The figure displays the number of inventors filing their first US patent in each year. The data indicate a sustained upward trend, with annual first-time entries rising from 35,126 in 1979 to a peak of 140,490 in 2019."
